id,year,name,title,url,class
246b5a,2005,Neural Fitted Q Iteration (NFQ).pdf,Neural Fitted Q Iteration (NFQ),https://link.springer.com/content/pdf/10.1007/11564096_32.pdf,ML-FNDTNS
24a163,2005,Tree-Based Batch Mode Reinforcement Learning.pdf,Tree-Based Batch Mode Reinforcement Learning,https://www.jmlr.org/papers/volume6/ernst05a/ernst05a.pdf,ML-FNDTNS
24bce2,2006,A Fast Learning Algorithm for Deep Belief Nets.pdf,A Fast Learning Algorithm for Deep Belief Nets,https://www.cs.toronto.edu/~fritz/absps/ncfast.pdf,ML-FNDTNS
266d36,2006,A free energy principle for the brain (FEP).pdf,A free energy principle for the brain (FEP),https://www.fil.ion.ucl.ac.uk/~karl/A%20free%20energy%20principle%20for%20the%20brain.pdf,X-CONTEXT
2695de,2006,Making Working Memory Work- A Computational Model of Learning in the Prefrontal Cortex and Basal Ganglia (OReillyFrank06).pdf,Making Working Memory Work: A Computational Model of Learning in the Prefrontal Cortex and Basal Ganglia (OReillyFrank06),https://ccnlab.org/papers/OReillyFrank06.pdf,X-CONTEXT
271ad3,2007,Core Knowledge.pdf,Core Knowledge,https://www.harvardlds.org/wp-content/uploads/2017/01/SpelkeKinzler07-1.pdf,X-CONTEXT
2731e2,2007,The Hidden Logic of Sudoku (Second Edition).pdf,The Hidden Logic of Sudoku (Second Edition),https://raw.githubusercontent.com/denis-berthier/CSP-Rules-V2.1/master/Publications/2007-HLS2.pdf,MIS-CLASS
2781e1,2007,Toward an executive without a homunculus- computational models of the prefrontal cortex-basal ganglia system.pdf,Toward an executive without a homunculus: computational models of the prefrontal cortex/basal ganglia system,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2007.2055,X-CONTEXT
278acc,2008,Machine Super Intelligence.pdf,Machine Super Intelligence,/home/jake/Developer/timeline/BIBLIOTHEQUE/2_Machine_Super_Intelligence.pdf,DATA-BNCH
27b6d6,2008,Natural Actor-Critic.pdf,Natural Actor-Critic,https://www.sciencedirect.com/science/article/pii/S0925231208000532/pdf,ML-FNDTNS
27f85c,2009,ImageNet- A Large-Scale Hierarchical Image Database.pdf,ImageNet: A Large-Scale Hierarchical Image Database,https://www.image-net.org/static_files/papers/imagenet_cvpr09.pdf,DATA-BNCH
283918,2010,Component-based Synthesis Applied to Bitvector Programs.pdf,Component-based Synthesis Applied to Bitvector Programs,https://www.microsoft.com/en-us/research/wp-content/uploads/2010/02/bv.pdf,X-CONTEXT
29603c,2010,Relative Entropy Policy Search (REPS).pdf,Relative Entropy Policy Search (REPS),https://ojs.aaai.org/index.php/AAAI/article/view/7727/7588,ML-FNDTNS
