BIBLIOTHEQUE/03_COMP-REAS/A Machine Learning Approach That Beats Large Rubik's Cubes/A Machine Learning Approach That Beats Large Rubik's Cubes.md	352	- [59] M. Freitag and Y. Al-Onaizan, Beam search strategies for neural machine translation, Proceedings of the First Workshop on Neural Machine Translation, 56 (2017).
BIBLIOTHEQUE/03_COMP-REAS/A Neurosymbolic Approach to Abstraction and Reasoning/A Neurosymbolic Approach to Abstraction and Reasoning.md	121	ral language model[2], which astonished the community with its ability to generate hyperrealistic text. Despite containing more parameters than the human brain has neurons and being trained on a large swath of data fr...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	9	We propose a novel self-attention mechanism that can learn its optimal attention span. This allows us to extend significantly the maximum context size used in Transformer, while maintaining control over their memory f...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	13	Language models are at the core of many NLP applications, like machine translation or dialogue. Recently, much progress has been made by a new neural network called Transformer (Vaswani et al., 2017). Part of its succ...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	15	While this layer allows for information to propagate across long distances, it has a computational and memory cost that scales quadratically with the size of the input sequence. As a consequence, Transformers hardly s...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	19	level layers and very large ones for the last layers. With this modification, we are able to scale input sequences to more than 8k tokens with no loss of performance, nor additional computational or memory cost. We va...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	25	Language modeling is the problem of assigning a probability to a sequence of tokens $(w_1, \ldots, w_T)$ :
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	87	In this section, we evaluate the impact of our adaptive attention mechanism in the experimental setting of Al-Rfou et al. (2019) for character level language modeling.
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Attention Span in Transformers/Adaptive Attention Span in Transformers.md	119	Table 1: Character level language modeling on text8. We report bpc for the dev and test sets, as well as, the number of parameters, the average attention spans and total number of FLOPS (an estimate of the number of F...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	17	While the human brain efficiently handles various computations with a limited number of neurons, traditional deep learning networks require a significant increase in parameters to improve performance. Yet, these param...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	35	To demonstrate the effectiveness of this approach, we show how the MIND model can detect patterns of varying difficulty using an Ising model (Cipra, 2000) as a toy example, illustrating its adaptive computational capa...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	196	Table 3: Performance comparison of different models on WikiText and SQuAD v2.0 datasets. Perplexity (PPL) and bits-per-character (BPC) are reported for language modeling on WikiText-2 and WikiText-103. F1/EM scores ar...
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	203	## 4.4 EXPERIMENTS ON LANGUAGE MODELING TASKS
BIBLIOTHEQUE/03_COMP-REAS/Adaptive Thinking Using Dynamic Computation/Adaptive Thinking Using Dynamic Computation.md	205	We evaluated performance on language modeling tasks across multiple datasets including WikiText-2 and WikiText-103 datasets (Merity et al., 2016). We compared the MIND model with baseline LSTM models (Yu et al., 2019)...
BIBLIOTHEQUE/03_COMP-REAS/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory/ArcMemo- Abstract Reasoning Composition with Lifelong LLM Memory.md	98	**OE Selection.** OE-format memory entries were explicitly designed to support memory-based selection. The situation clause acts as a semantic hook to identify relevance. The key idea for OE Selection is a preprocessi...
BIBLIOTHEQUE/03_COMP-REAS/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT).md	17	The Transformer architecture [1] has become the foundation of modern artificial intelligence. From language modeling [2, 3] to code generation [4, 5], from visual understanding [6, 7] to scientific discovery [8, 9, 10...
BIBLIOTHEQUE/03_COMP-REAS/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT).md	195	where $\mathcal{M} \subset \{1, \dots, t\}$ is the random mask set and $p_{\psi}$ is a lightweight prediction head (2-layer MLP). This is analogous to BERT's masked language modeling [38] but applied to latent states ...
BIBLIOTHEQUE/03_COMP-REAS/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT).md	266	The final layer's output $\mathbf{h}_t^{(L)}$ is passed to a language modeling head $p_{\mathrm{LM}}(\cdot \mid \mathbf{h}_t^{(L)})$ to produce next-token probabilities.
BIBLIOTHEQUE/03_COMP-REAS/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)/Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT).md	396	**Remark.** Assumption 4.2 is strong (language model losses are rarely strongly convex globally). However, it holds *locally* near a stationary point under mild conditions (e.g., if the Hessian $\nabla^2 \mathcal{L}$ ...
