year,title,url
2012,ImageNet Classification with Deep Convolutional Neural Networks (AlexNet),MISSING
2009,ImageNet: A Large-Scale Hierarchical Image Database,https://www.image-net.org/static_files/papers/imagenet_cvpr09.pdf
2024,Implicit Factorized Transformer (IFactFormer),https://www.sciencedirect.com/science/article/pii/S2095034924000382
2018,Improving Language Understanding by Generative Pre-Training,https://cdn.openai.com/research-covers/language-unsupervised/language_understanding_paper.pdf
2015,Inferring Algorithmic Patterns with Stack-Augmented Recurrent Nets,https://arxiv.org/pdf/1503.01007.pdf
1957,Information Theory and Statistical Mechanics,https://bayes.wustl.edu/etj/articles/theory.1.pdf
2023,Instruction-Following Evaluation for Large Language Models (IFEval),https://arxiv.org/pdf/2311.07911.pdf
2024,Interactive4D: Interactive 4D LiDAR Segmentation,https://arxiv.org/pdf/2410.08206.pdf
2021,Is Space-Time Attention All You Need for Video Understanding? (TimeSformer),"https://arxiv.org/pdf/2102.05095.pdf ""TimeSformer (2021) — arXiv"".pdf"
2021,Jacobian regularization for equilibrium models,MISSING
2022,Jacobian-Free Backpropagation for Implicit Networks (JFB),https://www.math.emory.edu/site/cmds-reuret/projects/2022-implicit/JFB.pdf
2023,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,https://arxiv.org/pdf/2306.05685.pdf
2020,Just-in-Time Learning for Bottom-Up Enumerative Synthesis (PROBE),https://cseweb.ucsd.edu/~hpeleg/probe-oopsla20.pdf
2022,KERPLE: Kernelized Relative Positional Embedding for Length Extrapolation,https://arxiv.org/pdf/2205.09921.pdf
Year unknown,Karel dataset,https://msr-redmond.github.io/karel-dataset/
2023,Kosmos-1: Language Is Not All You Need,"https://arxiv.org/pdf/2302.14045.pdf ""Kosmos-1 (2023) — arXiv"".pdf"
2021,LAION-400M: Open Dataset for CLIP Training,"https://arxiv.org/pdf/2111.02114.pdf ""LAION-400M (2021) — arXiv"".pdf"
2022,LAION-5B: An Open Large-Scale Dataset for Training Next Generation Image-Text Models,"https://arxiv.org/pdf/2210.08402.pdf ""LAION-5B (2022) — arXiv"".pdf"
2022,LAION-5B: An open large-scale dataset for training next generation image-text models,https://laion.ai/laion-5b-a-new-era-of-open-large-scale-multi-modal-datasets/
2022,LIFT: Learning 4D LiDAR Image Fusion Transformer for 3D Object Detection,https://openaccess.thecvf.com/content/CVPR2022/papers/Zeng_LIFT_Learning_4D_LiDAR_Image_Fusion_Transformer_for_3D_Object_CVPR_2022_paper.pdf
2022,LIFT: Learning 4D LiDAR Image Fusion Transformer for 3D Object Detection,https://openaccess.thecvf.com/content/CVPR2022/papers/Zeng_LIFT_Learning_4D_LiDAR_Image_Fusion_Transformer_for_3D_Object_CVPR_2022_paper.pdf
2024,LLFormer4D: LiDAR-based lane detection method,https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/cvi2.12338
2025,LLaVA-4D: Embedding Spatiotemporal Prompt into LMMs,"https://arxiv.org/pdf/2505.12253.pdf ""LLaVA-4D (2025) — arXiv"".pdf"
2023,LLaVA: Large Language-and-Vision Assistant,"https://arxiv.org/pdf/2304.08485.pdf ""LLaVA (2023) — arXiv"".pdf"
2025,LOOPE: Learnable Optimal Patch Order in Vision Transformers,"https://arxiv.org/pdf/2504.14386.pdf ""LOOPE (2025) — arXiv"".pdf"
2024,LTD-Bench: Evaluating Large Language Models by Letting Them Draw,https://openreview.net/forum?id=TG5rvKyEbu
2025,LVSM: A Large View Synthesis Model with Minimal 3D Inductive Bias,https://proceedings.iclr.cc/paper_files/paper/2025/hash/9676c5283df26cabca412ca66b164a7d-Abstract-Conference.html
2019,LXMERT: Learning Cross-Modality Encoder Representations,"https://arxiv.org/pdf/1908.07490.pdf ""LXMERT (2019) — arXiv"".pdf"
2023,Language Agent Tree Search (LATS),https://arxiv.org/pdf/2310.04406.pdf
