year,title,url
1957,The Perceptron,MISSING
2024,The Surprising Effectiveness of Test-Time Training for Abstract Reasoning,https://arcprize.org/competitions/2024/
2024,The Surprising Effectiveness of Test-Time Training for Few-Shot Learning,"https://ekinakyurek.github.io/papers/ttt.pdf ""Test-Time Training for Few-Shot Learning (2024) — Project Page"""
1954,The Theory of Dynamic Programming,https://www.rand.org/content/dam/rand/pubs/papers/2008/P550.pdf
2010,The free-energy principle: a unified brain theory?,https://www.uab.edu/medicine/cinl/images/KFriston_FreeEnergy_BrainTheory.pdf
1971,The hippocampus as a spatial map,https://pubmed.ncbi.nlm.nih.gov/5124915/
2007,Toward an executive without a homunculus: computational models of the prefrontal cortex/basal ganglia system,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2007.2055
2024,Towards Efficient Neurally-Guided Program Induction for ARC-AGI,https://arcprize.org/competitions/2024/
2025,Towards the Next Generation of Symbolic Regression Benchmarks,https://arxiv.org/html/2505.03977v1
2022,Training Iterative Refinement Algorithms with Implicit Differentiation,https://proceedings.neurips.cc/paper_files/paper/2022/file/d301e2878a7ebadf1a95029e904fc7d0-Paper-Conference.pdf
