year,title,url
2023,Grokking Modular Arithmetic,https://arxiv.org/pdf/2301.02679.pdf
2024,Grokking Modular Polynomials,https://arxiv.org/pdf/2406.03495.pdf
2022,Grokking: Generalization Beyond Overfitting on Small Algorithmic Datasets,https://arxiv.org/pdf/2201.02177
2019,Guiding SAT Solvers with Unsat-Core Predictions (NeuroCore),https://arxiv.org/pdf/1903.04671
2025,H-ARC (Human-ARC): A Comprehensive Behavioral Dataset for the Abstraction and Reasoning Corpus,https://www.nature.com/articles/s41597-025-05687-1
2024,H-ARC: A Robust Estimate of Human Performance on the Abstraction and Reasoning Corpus Benchmark,"https://arxiv.org/pdf/2409.01374.pdf ""H-ARC (2024) — arXiv"""
2025,HARPE: Head-Adaptive Rotary Position Encoding,https://aclanthology.org/2025.coling-main.326/
2024,HallusionBench: An Advanced Diagnostic Suite for Entangled Language Hallucination and Visual Illusion,https://arxiv.org/pdf/2310.14566.pdf
2025,Head-Wise Adaptive Rotary Positional Encoding (HARoPE),"https://arxiv.org/pdf/2510.10489.pdf ""HARoPE (2025) — arXiv"""
2019,HellaSwag: Can a Machine Really Finish Your Sentence?,https://arxiv.org/pdf/1905.07830.pdf
2024,HiRoPE: Length Extrapolation for Code Models Using Hierarchical Rotary Position Embedding,https://aclanthology.org/2024.acl-long.735/
2025,Hierarchical Reasoning Model (HRM),https://arxiv.org/html/2506.21734v1
2025,Hierarchical Reasoning Model (HRM),"https://arxiv.org/pdf/2506.21734.pdf ""Hierarchical Reasoning Model (2025) — arXiv"""
2014,Hierarchy of Intrinsic Timescales in Cortex,"https://www.cns.nyu.edu/wanglab/publications/pdf/murray.nn2014.pdf ""Hierarchy of Intrinsic Timescales in Cortex (2014) — NYU"""
2015,High-Dimensional Continuous Control Using Generalized Advantage Estimation (GAE),https://arxiv.org/pdf/1506.02438.pdf
2022,Holistic Evaluation of Language Models (HELM),https://arxiv.org/pdf/2211.09110.pdf
2018,"HotpotQA: A Dataset for Diverse, Explainable Multi-hop Question Answering",https://arxiv.org/pdf/1809.09600.pdf
2018,"HotpotQA: A Dataset for Diverse, Explainable Multi-hop Question Answering",https://aclanthology.org/D18-1259/
2020,How Can Self-Attention Networks Recognize Dyck-n Languages?,https://aclanthology.org/2020.findings-emnlp.384.pdf
2020,How Much Position Information Do Convolutional Neural Networks Encode?,https://openreview.net/pdf/2267055f8221e283014aba7ef46092ba93ff450f.pdf
2019,HowTo100M: Learning a Text-Video Embedding by Watching Narrated Videos,"https://arxiv.org/pdf/1906.03327.pdf ""HowTo100M (2019) — arXiv"""
2015,Human-level Control through Deep Reinforcement Learning (DQN),https://web.stanford.edu/class/psych209/Readings/MnihEtAlHassibis15NatureControlDeepRL.pdf
2015,Human-level Control through Deep Reinforcement Learning (DQN),https://web.stanford.edu/class/psych209/Readings/MnihEtAlHassibis15NatureControlDeepRL.pdf
2013,ICFP Programming Competition,https://dspace.mit.edu/bitstream/handle/1721.1/137904/1611.07627.pdf?isAllowed=y&sequence=2
2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://arxiv.org/pdf/1802.01561.pdf
2018,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,https://arxiv.org/pdf/1802.01561.pdf
2018,Image Transformer,https://arxiv.org/pdf/1802.05751.pdf
2018,Image Transformer,https://arxiv.org/pdf/1802.05751.pdf
2022,Image as a Foreign Language: BEiT Pretraining for All Vision and Vision-Language Tasks,"https://arxiv.org/pdf/2208.10442.pdf ""Image as a Foreign Language / BEiT pretraining (2022) — arXiv"""
2022,Image as a Foreign Language: BEiT Pretraining for All Vision and Vision-Language Tasks,"https://arxiv.org/pdf/2208.10442.pdf ""Image as a Foreign Language (2022) — arXiv"""
