year,title,url
2020,PCT: Point Cloud Transformer,https://arxiv.org/pdf/2012.09688.pdf
2021,PCT: Point Cloud Transformer,https://link.springer.com/article/10.1007/s41095-021-0229-5
2025,PMFormer: Point mask transformer for outdoor point cloud semantic segmentation,https://www.sciopen.com/article/10.26599/CVM.2025.9450388
2023,"POPE (Polling-based Object Probing Evaluation) / ""Evaluating Object Hallucination in Large Vision-Language Models""",https://arxiv.org/pdf/2305.10355.pdf
2024,POS-BERT: Point cloud one-stage BERT pre-training,https://www.sciencedirect.com/science/article/abs/pii/S0957417423030658
2021,PROGRES: A large-scale benchmark for few-shot program induction and synthesis,https://proceedings.mlr.press/v139/alet21a.html
Year unknown,PSB / PSB2,https://www.cs.hamilton.edu/~thelmuth/Pubs/2015-GECCO-benchmark-suite.pdf
2021,PSB2: The Second Program Synthesis Benchmark Suite,https://arxiv.org/pdf/2106.06086.pdf
2021,PSB2: The Second Program Synthesis Benchmark Suite,https://arxiv.org/pdf/2106.06086.pdf
2025,PV-DT3D: Point-voxel dual transformer for LiDAR 3D object detection,https://link.springer.com/article/10.1007/s11801-025-3134-9
2023,PaLM-E: An Embodied Multimodal Language Model,"https://arxiv.org/pdf/2303.03378.pdf ""PaLM-E (2023) — arXiv"".pdf"
2025,PanSt3R: Multi-view Consistent Panoptic Segmentation,https://openaccess.thecvf.com/content/ICCV2025/papers/Zust_PanSt3R_Multi-view_Consistent_Panoptic_Segmentation_ICCV_2025_paper.pdf
2021,Perceiver / Perceiver IO,https://arxiv.org/pdf/2103.03206.pdf
2023,Plan-and-Solve Prompting,https://arxiv.org/pdf/2305.04091.pdf
2021,Point 4D Transformer Networks for Spatio-Temporal Modeling in Point Cloud Videos (P4Transformer),https://openaccess.thecvf.com/content/CVPR2021/papers/Fan_Point_4D_Transformer_Networks_for_Spatio-Temporal_Modeling_in_Point_Cloud_CVPR_2021_paper.pdf
2021,Point 4D Transformer Networks for Spatio-Temporal Modeling in Point Cloud Videos (P4Transformer),https://openaccess.thecvf.com/content/CVPR2021/papers/Fan_Point_4D_Transformer_Networks_for_Spatio-Temporal_Modeling_in_Point_Cloud_CVPR_2021_paper.pdf
2022,Point Primitive Transformer for Long-Term 4D Point Cloud Video Understanding,https://www.ecva.net/papers/eccv_2022/papers_ECCV/papers/136890018.pdf
2020,Point Transformer,https://openaccess.thecvf.com/content/ICCV2021/papers/Zhao_Point_Transformer_ICCV_2021_paper.pdf
2021,Point Transformer,https://openaccess.thecvf.com/content/ICCV2021/papers/Zhao_Point_Transformer_ICCV_2021_paper.pdf
2024,"Point Transformer V3: Simpler, Faster, Stronger",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Point_Transformer_V3_Simpler_Faster_Stronger_CVPR_2024_paper.pdf
2024,"Point Transformer V3: Simpler, Faster, Stronger",https://openaccess.thecvf.com/content/CVPR2024/papers/Wu_Point_Transformer_V3_Simpler_Faster_Stronger_CVPR_2024_paper.pdf
2021,Point-BERT: Pre-training 3D Point Cloud Transformers with Masked Point Modeling,https://arxiv.org/pdf/2111.14819.pdf
2022,Point-BERT: Pre-training 3D Point Cloud Transformers with Masked Point Modeling,https://arxiv.org/pdf/2111.14819.pdf
2024,PointRegion: Transformer based 3D tooth segmentation via point cloud processing,https://pubmed.ncbi.nlm.nih.gov/39557955/
2000,Policy Gradient Methods for Reinforcement Learning with Function Approximation,https://papers.nips.cc/paper/1713-policy-gradient-methods-for-reinforcement-learning-with-function-approximation
2021,PonderNet: Learning to Ponder,https://arxiv.org/pdf/2107.05407.pdf
2021,PonderNet: Learning to Ponder,https://arxiv.org/pdf/2107.05407.pdf
1999,Predictive coding in the visual cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC4311762/
1999,Predictive coding in the visual cortex: a functional interpretation,https://pubmed.ncbi.nlm.nih.gov/10195184/
