year,title,url
2024,Fixed Point Diffusion Models,"https://openaccess.thecvf.com/content/CVPR2024/papers/Bai_Fixed_Point_Diffusion_Models_CVPR_2024_paper.pdf ""Fixed Point Diffusion Models (2024) — CVF / CVPR"""
2024,Fixed Point Diffusion Models (FPDM),https://arxiv.org/html/2401.08741v1
2024,FlashAttention-2 / efficient attention kernels,MISSING
2025,From Parrots to Von Neumanns: How Evolutionary Test-Time Compute Achieved SOTA on ARC-AGI,https://arcprize.org/blog/arc-prize-2025-results-analysis
2015,"General Program Synthesis Benchmark Suite (PSB / ""PSB1"")",https://www.cs.hamilton.edu/~thelmuth/Pubs/2015-GECCO-benchmark-suite.pdf
2015,General Program Synthesis Benchmark Suite (PSB / PSB1),https://www.cs.hamilton.edu/~thelmuth/Pubs/2015-GECCO-benchmark-suite.pdf
2014,Generative Adversarial Networks (GANs),MISSING
2020,Generative Pretraining from Pixels,"https://cdn.openai.com/papers/Generative_Pretraining_from_Pixels_V2.pdf ""Generative Pretraining from Pixels (2020) — OpenAI"""
2020,Generative Pretraining from Pixels,"https://cdn.openai.com/papers/Generative_Pretraining_from_Pixels_V2.pdf ""Generative Pretraining from Pixels (2020) — OpenAI"""
2020,Generative Pretraining from Pixels (iGPT),https://cdn.openai.com/papers/Generative_Pretraining_from_Pixels_V2.pdf
2024,Generative Verifiers / GenRM: Reward Modeling as Next-Token Prediction,https://neurips.cc/virtual/2024/104300
2025,Graph Perceiver IO,https://www.sciencedirect.com/science/article/abs/pii/S0031320325005497
