year,title,url
Year unknown,ARC,MISSING
2025,ARC Is a Vision Problem! + test-time training theme (indexed by ARC Prize 2025),https://arcprize.org/blog/arc-prize-2025-results-analysis
2024,ARC Prize 2024: Technical Report,MISSING
2025,ARC-AGI Without Pretraining (CompressARC),https://iliao2345.github.io/blog_posts/arc_agi_without_pretraining/ARC_AGI_Without_Pretraining.pdf
2025,ARC-AGI Without Pretraining (CompressARC),https://arcprize.org/blog/arc-prize-2025-results-analysis
2025,ARC-AGI is a Vision Problem!,https://arcprize.org/blog/arc-prize-2025-results-analysis
2024,ARC-Heavy / ARC-Potpourri (dataset description embedded in Cornell report),"https://www.cs.cornell.edu/~ellisk/documents/arc_induction_vs_transduction.pdf ""ARC-Heavy / ARC-Potpourri (2024) — Cornell"""
2025,ARC-NCA: Towards Developmental Solutions to the Abstraction and Reasoning Corpus,https://arcprize.org/blog/arc-prize-2025-results-analysis
2024,ASGFormer: Point cloud semantic segmentation with adaptive spatial graph transformer,https://www.sciencedirect.com/science/article/pii/S156984322400459X
2018,Accelerating Search-Based Program Synthesis using Learned Probabilistic Models (Euphony),https://www.cis.upenn.edu/~alur/PLDI18.pdf
1999,Actor-Critic Algorithms,https://papers.nips.cc/paper/1786-actor-critic-algorithms
2025,Adaptive Patch Selection for ViTs via Reinforcement Learning,"https://doi.org/10.1007/s10489-025-06516-z ""Adaptive Patch Selection for ViTs via RL (2025) — Springer"""
2025,Adaptive Thinking Using Dynamic Computation,https://proceedings.iclr.cc/paper_files/paper/2025/file/955499a8e2860ed746717c1374224c43-Paper-Conference.pdf
1976,"Adaptive pattern classification and universal recoding: II. Feedback, expectation, olfaction, illusions",https://pubmed.ncbi.nlm.nih.gov/963125/
2024,Advancing Process Verification for LLM Reasoning,https://aclanthology.org/2024.emnlp-main.125.pdf
2020,Agent57: Outperforming the Atari Human Benchmark,https://proceedings.mlr.press/v119/badia20a.html
1970,Algoritmin kumulatiivinen pyoristysvirhe yksittaisten pyoristysvirheiden Taylor-kehitelmana (The representation of the cumulative rounding error ...),https://www.idsia.ch/~juergen/linnainmaa1970thesis.pdf
1913,"An Example of Statistical Investigation of the Text ""Eugene Onegin"" Concerning the Connection of Samples in Chains",https://nessie.ilab.sztaki.hu/~kornai/2021/KalmanCL/markov_1913.pdf
