year,title,url
2017,Neural Theorem Provers / Differentiable Proving,MISSING
2014,Neural Turing Machines,"https://arxiv.org/pdf/1410.5401.pdf ""Neural Turing Machines (2014) — arXiv"""
2014,Neural Turing Machines (NTM),https://arxiv.org/pdf/1410.5401.pdf
2014,Neural Turing Machines (NTM),https://arxiv.org/pdf/1410.5401.pdf
1982,Neural networks and physical systems with emergent collective computational abilities,https://www.pnas.org/doi/10.1073/pnas.79.8.2554
1983,Neuronlike Adaptive Elements That Can Solve Difficult Learning Control Problems,https://incompleteideas.net/papers/barto-sutton-anderson-83.pdf
1961,New Results in Linear Filtering and Prediction Theory,https://asmedigitalcollection.asme.org/fluidsengineering/article/83/1/95/426820/New-Results-in-Linear-Filtering-and-Prediction
2021,Nystromformer: A Nystrom-Based Algorithm for Approximating Self-Attention,https://arxiv.org/pdf/2102.03902
2019,OK-VQA: A Visual Question Answering Benchmark Requiring External Knowledge,https://openaccess.thecvf.com/content_CVPR_2019/papers/Marino_OK-VQA_A_Visual_Question_Answering_Benchmark_Requiring_External_Knowledge_CVPR_2019_paper.pdf
2025,ONERULER: Benchmarking multilingual long-context language models,https://arxiv.org/pdf/2503.01996.pdf
2020,OSCAR: Object-Semantics Aligned Pre-training for Vision-Language Tasks,"https://arxiv.org/pdf/2004.06165.pdf ""OSCAR (2020) — arXiv"""
2024,OccSora,https://github.com/wzzheng/OccSora
2024,OccWorld: Learning a 3D Occupancy World Model for Autonomous Driving,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/02024.pdf
2024,OccWorld: Learning a 3D Occupancy World Model for Autonomous Driving,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/02024.pdf
2025,Olympiad-level formal mathematical reasoning with large language models (AlphaProof),"https://www.nature.com/articles/s41586-025-09833-y.pdf ""AlphaProof (2025) — Nature"""
2024,Omni-ARC,https://arcprize.org/blog/arc-prize-2024-winners-technical-report
2024,Omni-ARC,https://arcprize.org/competitions/2024/
2019,On the Measure of Intelligence,https://arxiv.org/pdf/1911.01547.pdf
2019,On the Measure of Intelligence,"https://arxiv.org/pdf/1911.01547.pdf ""On the Measure of Intelligence (2019) — arXiv"""
2019,On the Measure of Intelligence (ARC),https://arxiv.org/pdf/1911.01547.pdf
2019,On the Measure of Intelligence (ARC),https://cavalab.org/srbench/
2019,On the Measure of Intelligence / ARC (Abstraction and Reasoning Corpus),MISSING
1994,On-line Q-learning Using Connectionist Systems,https://www.researchgate.net/profile/Mahesan-Niranjan/publication/2500611_On-Line_Q-Learning_Using_Connectionist_Systems/links/5438d5db0cf204cab1d6db0f/On-Line-Q-Learning-Using-Connectionist-Systems.pdf
2023,"One-Step Diffusion Distillation via Deep Equilibrium Models (Generative Equilibrium Transformer, GET)",https://papers.neurips.cc/paper_files/paper/2023/file/82f05a105c928c10706213952bf0c8b7-Paper-Conference.pdf
2024,OneFormer3D: One Transformer for Unified Point Cloud Segmentation,https://openaccess.thecvf.com/content/CVPR2024/papers/Kolodiazhnyi_OneFormer3D_One_Transformer_for_Unified_Point_Cloud_Segmentation_CVPR_2024_paper.pdf
2024,Open3DIS: Open-Vocabulary 3D Instance Segmentation with 2D Mask Guidance,https://openaccess.thecvf.com/content/CVPR2024/papers/Nguyen_Open3DIS_Open-Vocabulary_3D_Instance_Segmentation_with_2D_Mask_Guidance_CVPR_2024_paper.pdf
2018,OpenBookQA: Can a Suit of Armor Conduct Electricity?,https://arxiv.org/pdf/1809.02789.pdf
2017,OptNet: Differentiable Optimization as a Layer in Neural Networks,https://arxiv.org/pdf/1703.00443.pdf
2002,Optimal feedback control as a theory of motor coordination,https://pubmed.ncbi.nlm.nih.gov/12404008/
2004,Optimality principles in sensorimotor control,https://pubmed.ncbi.nlm.nih.gov/15332089/
