year,title,url
2015,Prioritized Experience Replay,https://arxiv.org/pdf/1511.05952.pdf
2015,Prioritized Experience Replay,https://arxiv.org/pdf/1511.05952.pdf
2023,Process Reward Models (PRM) introduced/standardized for reasoning traces,MISSING
2025,Product of Experts with LLMs: Boosting Performance on ARC Is a Matter of Perspective,https://arxiv.org/pdf/2505.07859.pdf
2025,Product of Experts with LLMs: Boosting Performance on ARC Is a Matter of Perspective,https://arcprize.org/blog/arc-prize-2025-results-analysis
2025,"Productive ""refinement loop"" systems from ARC Prize writeups (2025 winners list)",https://arcprize.org/blog/arc-prize-2025-results-analysis
2021,"ProofWriter: Generating Implications, Proofs, and Abductive Statements over Natural Language",https://aclanthology.org/2021.findings-acl.317.pdf
2017,Proximal Policy Optimization (PPO),https://arxiv.org/pdf/1707.06347.pdf
2017,Proximal Policy Optimization (PPO),https://arxiv.org/pdf/1707.06347.pdf
2021,Pyramid Vision Transformer (PVT),https://arxiv.org/pdf/2102.12122.pdf
2021,Pyramid Vision Transformer (PVT),https://arxiv.org/pdf/2102.12122.pdf
2021,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions,"https://arxiv.org/pdf/2102.12122.pdf ""Pyramid Vision Transformer (2021) — arXiv"""
2021,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions,"https://arxiv.org/pdf/2102.12122.pdf ""PVT (2021) — arXiv"""
2023,QLoRA,MISSING
2025,R-PRM: Reasoning-Driven Process Reward Modeling,https://aclanthology.org/2025.emnlp-main.679.pdf
2020,REALM: Retrieval-Augmented Language Model Pre-Training,https://arxiv.org/pdf/2002.08909.pdf
2020,REALM: Retrieval-Augmented Language Model Pre-Training,MISSING
2024,RETRO-style retrieval-augmented pretraining and variants,https://arxiv.org/pdf/2112.04426.pdf
2024,RULER: What's the Real Context Size of Your Long-Context Language Models?,https://arxiv.org/pdf/2404.06654.pdf
2018,Rainbow: Combining Improvements in Deep Reinforcement Learning,https://arxiv.org/pdf/1710.02298.pdf
2022,ReAct: Synergizing Reasoning and Acting in Language Models,https://arxiv.org/pdf/2210.03629.pdf
2022,ReAct: Synergizing Reasoning and Acting in Language Models,https://arxiv.org/pdf/2210.03629.pdf
2022,ReAct: Synergizing Reasoning and Acting in Language Models,https://arxiv.org/pdf/2210.03629.pdf
2020,ReClor: A Reading Comprehension Dataset Requiring Logical Reasoning,https://arxiv.org/pdf/2002.04326.pdf
2020,RealToxicityPrompts: Evaluating Neural Toxic Degeneration in Language Models,https://arxiv.org/pdf/2009.11462.pdf
2023,Reasoning with Language Model is Planning with World Model (RAP),https://arxiv.org/pdf/2305.14992.pdf
1962,"Receptive Fields, Binocular Interaction, and Functional Architecture in the Cat's Visual Cortex",https://www.gatsby.ucl.ac.uk/~lmatthey/teaching/tn1/additional/systems/JPhysiol-1962-Hubel-106-54.pdf
1959,Receptive fields of single neurones in the cat's striate cortex,https://pmc.ncbi.nlm.nih.gov/articles/PMC1363130/
2019,Recurrent Experience Replay in Distributed Reinforcement Learning (R2D2),https://openreview.net/forum?id=r1lyTjAqYX
