year,title,url
2025,EVA02-AT: Egocentric Video-Language with Spatial-Temporal RoPE,"https://arxiv.org/pdf/2506.14356.pdf ""EVA02-AT (2025) — arXiv"""
1908,"Early gradient/variation method note often attributed to Hadamard's ""methode"" discussions",https://people.idsia.ch/~juergen/who-invented-backpropagation-2014.html
2013,Efficient Estimation of Word Representations in Vector Space,https://arxiv.org/pdf/1301.3781
2025,Efficient Evolutionary Program Synthesis,https://arcprize.org/blog/arc-prize-2025-results-analysis
2021,Efficient Large-Scale Language Model Training on GPU Clusters,https://arxiv.org/pdf/2104.04473
2021,Efficient Large-Scale Language Model Training on GPU Clusters Using Megatron-LM,https://arxiv.org/pdf/2104.04473
2025,Efficiently Allocating Test-Time Compute for LLM Agents,https://arxiv.org/html/2509.03581v1
2019,Encoding Word Order in Complex Embeddings,https://arxiv.org/pdf/1912.12333
2015,End-To-End Memory Networks (MemN2N),https://arxiv.org/abs/1503.08895
2017,End-to-End Differentiable Proving,https://arxiv.org/abs/1705.11040
2017,End-to-End Differentiable Proving,https://arxiv.org/abs/1705.11040
2015,End-to-End Memory Networks (MemN2N),MISSING
2020,End-to-End Object Detection with Transformers (DETR),https://arxiv.org/abs/2005.12872
2020,End-to-End Object Detection with Transformers (DETR),https://arxiv.org/abs/2005.12872
2020,End-to-End Object Detection with Transformers (DETR),"https://arxiv.org/pdf/2005.12872.pdf ""DETR (2020) — arXiv"""
2024,Enhanced Enumeration Techniques for Syntax-Guided Synthesis,https://dl.acm.org/doi/10.1145/3632913
2024,Enhanced Scene Understanding on 4D Point Cloud,https://ojs.aaai.org/index.php/AAAI/article/view/28045
2025,Enhancing Modern SAT Solver With Machine Learning,https://dl.acm.org/doi/full/10.1145/3716368.3735251
2021,EntailmentBank: Explaining Answers with Entailment Trees,https://aclanthology.org/2021.emnlp-main.585.pdf
2021,Evaluating Large Language Models Trained on Code (HumanEval),https://arxiv.org/abs/2107.03374
2024,Evolutionary Test-Time Compute (write-up),"https://jeremyberman.substack.com/p/how-i-got-a-record-536-on-arc-agi ""Evolutionary Test-Time Compute (2024) — Substack"""
1972,Excitatory and Inhibitory Interactions in Localized Populations of Model Neurons,https://pubmed.ncbi.nlm.nih.gov/4332108/
2024,Exploring Context Window of LLMs,https://proceedings.neurips.cc/paper_files/paper/2024/file/1403ab1a427050538ec59c7f570aec8b-Paper-Conference.pdf
2019,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,https://arxiv.org/pdf/1910.10683
2019,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer (T5),https://arxiv.org/pdf/1910.10683
2019,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer (T5),https://arxiv.org/pdf/1910.10683
2025,Exploring the combination of search and learn for the ARC25 challenge,https://arcprize.org/blog/arc-prize-2025-results-analysis
2023,Extending Context Window of Large Language Models via Positional Interpolation (PI),https://arxiv.org/abs/2306.15595
2022,FOLIO: Natural Language Reasoning with First-Order Logic,https://arxiv.org/abs/2209.00840
2000,Feedforward and Recurrent Processing in Vision,"https://pubmed.ncbi.nlm.nih.gov/10925037/ ""Feedforward and Recurrent Processing in Vision (2000) — PubMed"""
