year,title,url
2001,An Integrative Theory of Prefrontal Cortex Function,https://pubmed.ncbi.nlm.nih.gov/11283309/
2002,Approximately Optimal Approximate Reinforcement Learning,https://people.eecs.berkeley.edu/~pabbeel/cs287-fa09/readings/KakadeLangford-icml2002.pdf
2025,ArcMemo: Abstract Reasoning Composition with Lifelong LLM Memory,https://ar5iv.org/abs/2509.04439
2025,ArcMemo: Abstract Reasoning Composition with Lifelong LLM Memory,https://arcprize.org/blog/arc-prize-2025-results-analysis
2025,Arithmetic-Bench: Evaluating Multi-Step Reasoning in LLMs through Basic Arithmetic Operations,https://openreview.net/forum?id=ae6bKeffGZ
2017,Attention Is All You Need,https://papers.neurips.cc/paper/7181-attention-is-all-you-need.pdf
2014,Auto-Encoding Variational Bayes (VAE),MISSING
2011,Automating String Processing in Spreadsheets Using Input-Output Examples (FlashFill),https://www.microsoft.com/en-us/research/wp-content/uploads/2016/12/popl11-synthesis.pdf
2011,Automating String Processing in Spreadsheets using Input-Output Examples (FlashFill),https://www.microsoft.com/en-us/research/wp-content/uploads/2016/12/synasc12.pdf
2018,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,MISSING
