year,title,url
2021,CvT: Introducing Convolutions to Vision Transformers,https://arxiv.org/abs/2103.15808
2021,CvT: Introducing Convolutions to Vision Transformers,"https://arxiv.org/pdf/2103.15808.pdf ""CvT (2021) — arXiv"""
2021,CvT: Introducing Convolutions to Vision Transformers,"https://arxiv.org/pdf/2103.15808.pdf ""CvT (2021) — arXiv"""
2024,DAPE: Data-Adaptive Positional Encoding for Length Extrapolation,"https://proceedings.neurips.cc/paper_files/paper/2024/file/2f050fa9f0d898e3f265d515f50ae8f9-Paper-Conference.pdf ""DAPE (2024) — NeurIPS Proceedings"""
2025,DCT: Dynamic Clustering Transformer for LiDAR-Based 3D,https://www.sciencedirect.com/science/article/abs/pii/S0031320325011069
2021,DETR3D: 3D Object Detection from Multi-view Images via 3D-to-2D Queries,https://arxiv.org/abs/2110.06922
2019,DROP: A Reading Comprehension Benchmark Requiring Discrete Reasoning Over Paragraphs,https://arxiv.org/abs/1903.00161
2019,DROP: Discrete Reasoning Over Paragraphs,https://aclanthology.org/N19-1246/
2025,DT-NVS: Diffusion Transformers for Novel View Synthesis,https://arxiv.org/html/2511.08823v1
2017,Dataset for Learning Karel Programs (MSR Karel Dataset),https://msr-redmond.github.io/karel-dataset/
2020,DeBERTa: Decoding-enhanced BERT with Disentangled Attention,https://arxiv.org/abs/2006.03654
2020,DeBERTa: Decoding-enhanced BERT with Disentangled Attention,https://arxiv.org/pdf/2006.03654
2024,DeLiVoTr: Deep and Light-weight Voxel Transformer for 3D Object Detection,https://www.sciencedirect.com/science/article/pii/S2667305324000371
2025,"Decoupling the ""What"" and ""Where"" With Polar Coordinate Positional Embeddings (PoPE)",https://arxiv.org/abs/2509.10534
2025,"Decoupling the ""What"" and ""Where"" With Polar Coordinate Positional Embeddings (PoPE)","https://arxiv.org/pdf/2509.10534.pdf ""PoPE (2025) — arXiv"""
2019,Deep Equilibrium Models,"https://arxiv.org/pdf/1909.01377.pdf ""Deep Equilibrium Models (2019) — arXiv"""
2019,Deep Equilibrium Models (DEQ),https://arxiv.org/abs/1909.01377
2019,Deep Equilibrium Models (DEQ),https://implicit-layers-tutorial.org/deep_equilibrium_models/
2019,Deep Equilibrium Models (DEQ),https://arxiv.org/abs/1909.01377
2016,Deep Reinforcement Learning with Double Q-learning (Double DQN),https://arxiv.org/abs/1509.06461
2015,Deep Residual Learning (ResNet),https://arxiv.org/abs/1512.03385
Year unknown,DeepCoder DSL tasks,https://openreview.net/pdf?id=ByldLrqlx
2016,DeepCoder: Learning to Write Programs,https://arxiv.org/abs/1611.01989
2016,DeepCoder: Learning to Write Programs,https://openreview.net/pdf?id=ByldLrqlx
2018,DeepProbLog: Neural Probabilistic Logic Programming,https://arxiv.org/abs/1805.10872
2025,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,https://arxiv.org/abs/2501.12948
2025,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,https://arxiv.org/abs/2501.12948
2025,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,https://arxiv.org/abs/2501.12948
2021,Deformable DETR,https://arxiv.org/abs/2010.04159
2020,Deformable DETR: Deformable Transformers for End-to-End Object Detection,"https://arxiv.org/pdf/2010.04159.pdf ""Deformable DETR (2020) — arXiv"""
2020,Deformable DETR: Deformable Transformers for End-to-End Object Detection,"https://arxiv.org/pdf/2010.04159.pdf ""Deformable DETR (2020) — arXiv"""
