year,title,url
2000,Feedforward and Recurrent Processing in Vision,https://pubmed.ncbi.nlm.nih.gov/10925037/
2007,Core Knowledge,https://projects.iq.harvard.edu/files/lds/files/core_knowledge.pdf
2012,Canonical Microcircuits for Predictive Coding,https://pubmed.ncbi.nlm.nih.gov/23238495/
2014,Hierarchy of Intrinsic Timescales in Cortex,https://www.cns.nyu.edu/wanglab/papers/Murray_NatNeuro_2014.pdf
2014,Neural Turing Machines,https://arxiv.org/pdf/1410.5401.pdf
2016,Adaptive Computation Time,https://arxiv.org/pdf/1603.08983.pdf
2017,Attention Is All You Need,https://arxiv.org/pdf/1706.03762.pdf
2018,Recurrent Relational Networks,https://proceedings.neurips.cc/paper_files/paper/2018/file/e2a2dcc36a08a345332c751b2f2e476c-Paper.pdf
2018,Universal Transformers,https://arxiv.org/pdf/1807.03819.pdf
2018,"Conceptual Captions: A Cleaned, Hypernymed, Image Alt-text Dataset",https://arxiv.org/pdf/1803.10137.pdf
2018,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,https://arxiv.org/pdf/1810.04805.pdf
2019,LXMERT: Learning Cross-Modality Encoder Representations,https://arxiv.org/pdf/1908.07490.pdf
2019,ViLBERT: Pretraining Task-Agnostic V-L Representations,https://arxiv.org/pdf/1908.02265.pdf
2019,VisualBERT: A Simple and Performant Baseline for Vision and Language,https://arxiv.org/pdf/1908.03557.pdf
2019,Deep Equilibrium Models,https://arxiv.org/pdf/1909.01377.pdf
2019,VideoBERT: A Joint Model for Video and Language Representation Learning,https://arxiv.org/pdf/1904.01766.pdf
2019,HowTo100M: Learning a Text-Video Embedding by Watching Narrated Videos,https://arxiv.org/pdf/1906.03327.pdf
2019,On the Measure of Intelligence,https://arxiv.org/pdf/1911.01547.pdf
2020,UNITER: Universal Image-Text Representation Learning,https://arxiv.org/pdf/1909.11740.pdf
2020,OSCAR: Object-Semantics Aligned Pre-training for Vision-Language Tasks,https://arxiv.org/pdf/2004.06165.pdf
2020,End-to-End Object Detection with Transformers (DETR),https://arxiv.org/pdf/2005.12872.pdf
2020,An Image is Worth 16×16 Words: Vision Transformer (ViT),https://arxiv.org/pdf/2010.11929.pdf
2021,Is Space-Time Attention All You Need for Video Understanding? (TimeSformer),https://arxiv.org/pdf/2102.05095.pdf
2021,Scaling Up Vision-Language Learning With Noisy Text Supervision (ALIGN),https://arxiv.org/pdf/2102.05918.pdf
2021,Learning Transferable Visual Models From Natural Language Supervision (CLIP),https://arxiv.org/pdf/2103.00020.pdf
2021,Swin Transformer,https://arxiv.org/pdf/2103.14030.pdf
