year,title,url,count
2020,2WikiMultiHopQA: Comprehensive Evaluation of Reasoning Steps,https://aclanthology.org/2020.coling-main.580.pdf,1
2023,4D-Former: Multimodal 4D Panoptic Segmentation,https://proceedings.mlr.press/v229/athar23a/athar23a.pdf,1
2006,A Fast Learning Algorithm for Deep Belief Nets,MISSING,1
1980,A Feature-Integration Theory of Attention,https://pubmed.ncbi.nlm.nih.gov/7351125/,1
2019,A Framework for Intelligence and Cortical Function Based on Grid Cells in the Neocortex,https://www.frontiersin.org/journals/neural-circuits/articles/10.3389/fncir.2018.00121/full,1
1999,A Framework for Temporal Abstraction in Reinforcement Learning,https://www.sciencedirect.com/science/article/pii/S0004370299000521,1
2023,A Length-Extrapolatable Transformer,https://aclanthology.org/2023.acl-long.816.pdf,1
2023,A Length-Extrapolatable Transformer (XPOS / LeX),"https://aclanthology.org/2023.acl-long.816.pdf ""XPOS / LeX (2023) — ACL Anthology""",1
1957,A Markovian Decision Process,https://www.jstor.org/stable/24900506,1
1948,A Mathematical Theory of Communication,https://people.math.harvard.edu/~ctm/home/text/others/shannon/entropy/entropy.pdf,1
2001,A Natural Policy Gradient,https://papers.neurips.cc/paper/2073-a-natural-policy-gradient.pdf,1
2003,A Neural Probabilistic Language Model,https://www.jmlr.org/papers/volume3/bengio03a/bengio03a.pdf,1
2021,A Neurosymbolic Approach to Abstraction and Reasoning,https://dspace.mit.edu/bitstream/handle/1721.1/139305/Alford-salford-meng-eecs-2021-thesis.pdf,1
1960,A New Approach to Linear Filtering and Prediction Problems,https://asmedigitalcollection.asme.org/fluidsengineering/article/82/1/35/397706/A-New-Approach-to-Linear-Filtering-and-Prediction,1
2021,A Simple and Effective Positional Encoding for Transformers,https://aclanthology.org/2021.emnlp-main.236.pdf,1
2024,A Survey on Evaluation of Large Language Models,https://dl.acm.org/doi/full/10.1145/3641289,1
1984,A Theory of the Learnable (PAC Learning),https://en.wikipedia.org/wiki/Probably_approximately_correct_learning,1
2006,A free energy principle for the brain,https://pubmed.ncbi.nlm.nih.gov/17097864/,1
2020,AI Feynman,https://www.science.org/doi/10.1126/sciadv.aay2631,1
2024,ASGFormer: Point cloud semantic segmentation with adaptive spatial graph transformer,https://www.sciencedirect.com/science/article/pii/S156984322400459X,1
1999,Actor-Critic Algorithms,https://papers.nips.cc/paper/1786-actor-critic-algorithms,1
2025,Adaptive Patch Selection for ViTs via Reinforcement Learning,"https://doi.org/10.1007/s10489-025-06516-z ""Adaptive Patch Selection for ViTs via RL (2025) — Springer""",1
2025,Adaptive Thinking Using Dynamic Computation,https://proceedings.iclr.cc/paper_files/paper/2025/file/955499a8e2860ed746717c1374224c43-Paper-Conference.pdf,1
1976,"Adaptive pattern classification and universal recoding: II. Feedback, expectation, olfaction, illusions",https://pubmed.ncbi.nlm.nih.gov/963125/,1
2024,Advancing Process Verification for LLM Reasoning,https://aclanthology.org/2024.emnlp-main.125.pdf,1
2020,Agent57: Outperforming the Atari Human Benchmark,https://proceedings.mlr.press/v119/badia20a.html,1
1970,Algoritmin kumulatiivinen pyoristysvirhe yksittaisten pyoristysvirheiden Taylor-kehitelmana (The representation of the cumulative rounding error ...),https://www.idsia.ch/~juergen/linnainmaa1970thesis.pdf,1
1913,"An Example of Statistical Investigation of the Text ""Eugene Onegin"" Concerning the Connection of Samples in Chains",https://nessie.ilab.sztaki.hu/~kornai/2021/KalmanCL/markov_1913.pdf,1
2001,An Integrative Theory of Prefrontal Cortex Function,https://pubmed.ncbi.nlm.nih.gov/11283309/,1
2002,Approximately Optimal Approximate Reinforcement Learning,https://people.eecs.berkeley.edu/~pabbeel/cs287-fa09/readings/KakadeLangford-icml2002.pdf,1
2025,Arithmetic-Bench: Evaluating Multi-Step Reasoning in LLMs through Basic Arithmetic Operations,https://openreview.net/forum?id=ae6bKeffGZ,1
2017,Attention Is All You Need,https://papers.neurips.cc/paper/7181-attention-is-all-you-need.pdf,1
2014,Auto-Encoding Variational Bayes (VAE),MISSING,1
2025,"Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)",https://arxiv.org/pdf/2511.21882.pdf,1
2018,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,MISSING,1
2025,BIG-Bench Extra Hard (BBEH),https://aclanthology.org/2025.acl-long.1285/,1
2025,BWFormer: Building Wireframe Reconstruction from Airborne LiDAR Point Cloud with Transformer,https://cvpr.thecvf.com/virtual/2025/poster/32868,1
2016,BlinkFill: Semi-supervised Programming By Example for Syntactic String Transformations,https://www.vldb.org/pvldb/vol9/p816-singh.pdf,2
1972,Broadcast Channels,https://isl.stanford.edu/~cover/papers/transIT/0002cove.pdf,1
2025,CABLE: Context-aware Biases for Length Extrapolation,https://aclanthology.org/2025.emnlp-main.1545.pdf,1
