year,title,url,count
1977,Synergetics: An Introduction,https://books.google.com/books/about/Synergetics.html?id=KHn1CAAAQBAJ,1
2021,SRBench (Symbolic Regression Benchmarks),https://cavalab.github.io/symbolic-regression/,1
2025,CamPoint: Boosting Point Cloud Segmentation with Virtual Camera,https://cvpr.thecvf.com/virtual/2025/poster/34611,1
1984,A Theory of the Learnable (PAC Learning),https://en.wikipedia.org/wiki/Probably_approximately_correct_learning,1
2017,RobustFill: Neural Program Learning under Noisy I/O,https://github.com/thelmuth/program-synthesis-benchmark-datasets,1
2024,OccSora,https://github.com/wzzheng/OccSora,1
2024,Omni-ARC,https://ironbar.github.io/arc24/05_Solution_Summary/#omni-arc-training-a-single-model-to-do-multiple-arc-related-tasks,1
2025,Exploring the combination of search and learn for the ARC25 challenge,https://ironbar.github.io/arc25/05_Solution_Summary/,1
2024,Evolutionary Test-Time Compute (write-up),https://jeremyberman.substack.com/p/how-i-got-a-record-536-on-arc-agi,1
2022,LAION-5B: An open large-scale dataset for training next generation image-text models,https://laion.ai/laion-5b-a-new-era-of-open-large-scale-multi-modal-datasets/,1
2025,The ARChitects – Technical Report: ARC Prize 2025 Solution Summary,https://lambdalabsml.github.io/ARC2025_Solution_by_the_ARChitects/,1
2019,NLVR2: A Corpus for Reasoning about Natural Language Grounded in Photographs,https://lil.nlp.cornell.edu/nlvr/,1
2017,Dataset for Learning Karel Programs (MSR Karel Dataset),https://msr-redmond.github.io/karel-dataset/,1
2024,Generative Verifiers / GenRM: Reward Modeling as Next-Token Prediction,https://neurips.cc/virtual/2024/104300,1
2025,Scaling up Test-Time Compute with Latent Reasoning,https://neurips.cc/virtual/2025/poster/117966,1
2025,Efficient Evolutionary Program Synthesis,https://substack.com/inbox/post/172998849,1
