year,title,url,count
2024,A 2D nGPT Model For ARC Prize,https://arcprize.org/competitions/2024/,1
2024,A 2D nGPT Model for ARC Prize,https://arxiv.org/pdf/2412.04604.pdf,1
1948,A Mathematical Theory of Communication,https://ia803209.us.archive.org/27/items/bstj27-3-379/bstj27-3-379_text.pdf,1
2025,ARC Is a Vision Problem! + test-time training theme (indexed by ARC Prize 2025),https://arcprize.org/blog/arc-prize-2025-results-analysis,1
2024,ARC Prize 2024: Technical Report,MISSING,1
2025,ARC-AGI Without Pretraining (CompressARC),https://iliao2345.github.io/blog_posts/arc_agi_without_pretraining/ARC_AGI_Without_Pretraining.pdf,1
2025,ARC-AGI Without Pretraining (CompressARC),https://arcprize.org/blog/arc-prize-2025-results-analysis,1
2025,ARC-AGI is a Vision Problem!,https://arcprize.org/blog/arc-prize-2025-results-analysis,1
2024,ARC-Heavy / ARC-Potpourri (dataset description embedded in Cornell report),https://www.cs.cornell.edu/~ellisk/documents/arc_induction_vs_transduction.pdf,1
2025,ARC-NCA: Towards Developmental Solutions to the Abstraction and Reasoning Corpus,https://arxiv.org/pdf/2505.08778.pdf,1
2025,ARC-NCA: Towards Developmental Solutions to the Abstraction and Reasoning Corpus,https://arcprize.org/blog/arc-prize-2025-results-analysis,1
2018,Accelerating Search-Based Program Synthesis using Learned Probabilistic Models (Euphony),https://www.cis.upenn.edu/~alur/PLDI18.pdf,1
2025,ArcMemo: Abstract Reasoning Composition with Lifelong LLM Memory,https://ar5iv.org/abs/2509.04439,1
2025,ArcMemo: Abstract Reasoning Composition with Lifelong LLM Memory,https://arcprize.org/blog/arc-prize-2025-results-analysis,1
2011,Automating String Processing in Spreadsheets Using Input-Output Examples (FlashFill),https://www.microsoft.com/en-us/research/wp-content/uploads/2016/12/popl11-synthesis.pdf,1
2011,Automating String Processing in Spreadsheets using Input-Output Examples (FlashFill),https://www.microsoft.com/en-us/research/wp-content/uploads/2016/12/synasc12.pdf,1
2025,Beyond Brute Force: A Neuro-Symbolic Architecture for Compositional Reasoning in ARC-AGI-2,https://arcprize.org/blog/arc-prize-2025-results-analysis,1
2025,Boosting Performance on ARC via Perspective / Augmentations,https://proceedings.mlr.press/v267/franzen25a.html,1
2024,Combining Induction and Transduction for Abstract Reasoning,https://arcprize.org/competitions/2024/,1
2010,Component-based Synthesis Applied to Bitvector Programs,https://www.microsoft.com/en-us/research/wp-content/uploads/2010/02/bv.pdf,1
2025,Don't throw the baby out with the bathwater: How and why deep learning for ARC,https://arcprize.org/blog/arc-prize-2025-results-analysis,1
1991,"Dyna, an Integrated Architecture for Learning, Planning, and Reacting",https://dl.acm.org/doi/abs/10.1145/122344.122377,1
2025,Efficient Evolutionary Program Synthesis,https://arcprize.org/blog/arc-prize-2025-results-analysis,1
2024,Evolutionary Test-Time Compute (write-up),https://jeremyberman.substack.com/p/how-i-got-a-record-536-on-arc-agi,1
2025,Exploring the combination of search and learn for the ARC25 challenge,https://arcprize.org/blog/arc-prize-2025-results-analysis,1
2025,From Parrots to Von Neumanns: How Evolutionary Test-Time Compute Achieved SOTA on ARC-AGI,https://arcprize.org/blog/arc-prize-2025-results-analysis,1
2025,H-ARC (Human-ARC): A Comprehensive Behavioral Dataset for the Abstraction and Reasoning Corpus,https://www.nature.com/articles/s41597-025-05687-1,1
