year,title,url
1958,The Nature of Love (Harlow),https://users.sussex.ac.uk/~grahamh/RM1web/Classic%20papers/Harlow1958.pdf
1961,Transmission of Aggression Through Imitation of Aggressive Models (Bandura, Ross & Ross),https://media.thuze.com/MediaService/MediaService.svc/constellation/book/AUPSY330.12.2/%7Bpdfs%7Dch_1_transmission_of_aggression_bandura.pdf
1963,Behavioral Study of Obedience (Milgram),https://www.columbia.edu/cu/psychology/terrace/w1001/readings/milgram.pdf
1967,Failure to Escape Traumatic Shock (Seligman & Maier),https://homepages.gac.edu/~jwotton2/PSY225/seligman.pdf
1968,Group Inhibition of Bystander Intervention in Emergencies (Latane & Darley),https://lisafitzgerald.weebly.com/uploads/1/2/0/7/12076805/latane_and_darley_5.27.02_pm.pdf
1970,Attention in Delay of Gratification (Mischel & Ebbesen),https://home.cerge-ei.cz/lanchava/Literature_part1/5.%20Time%20Preferences/marshmallow.pdf
1972,Cognitive and Attentional Mechanisms in Delay of Gratification (Mischel, Ebbesen & Zeiss),https://umwelt.se/wp-content/uploads/2024/09/cognitive_and_attentional_mechanisms_in_delay_of_gratification.pdf
1973,Interpersonal Dynamics in a Simulated Prison (Haney, Banks & Zimbardo),https://pdf.prisonexp.org/ijcp1973.pdf
1973,On Being Sane in Insane Places (Rosenhan),https://www.weber.edu/wsuimages/psychology/FacultySites/Horvat/OnBeingSaneInInsanePlaces.PDF
1998,Measuring Individual Differences in Implicit Cognition: The Implicit Association Test (Greenwald, McGhee & Schwartz),https://faculty.washington.edu/agg/pdf/Gwald_McGh_Schw_JPSP_1998.OCR.pdf
2011,An Efficient Representation of Euclidean Gravity I,https://arxiv.org/pdf/1109.6644
2012,Estimating the Hessian by Back-propagating Curvature,https://arxiv.org/pdf/1206.6464
2012,Improving neural networks by preventing co-adaptation of feature detectors,https://arxiv.org/pdf/1207.0580
2012,The simplest maximum entropy model for collective behavior in a neural network,https://arxiv.org/pdf/1207.6319
2013,Distributed Representations of Words and Phrases and their Compositionality,https://arxiv.org/pdf/1310.4546
2013,Exploiting Similarities among Languages for Machine Translation,https://arxiv.org/pdf/1309.4168
2013,Physical Principles for Scalable Neural Recording,https://arxiv.org/pdf/1306.5709
2013,Searching for collective behavior in a network of real neurons,https://arxiv.org/pdf/1306.3061
2014,Intriguing properties of neural networks,https://arxiv.org/pdf/1312.6199
2014,Learning Factored Representations in a Deep Mixture of Experts,https://arxiv.org/pdf/1312.4314
2014,Sequence to Sequence Learning with Neural Networks,https://arxiv.org/pdf/1409.3215
2014,Thermodynamics for a network of neurons: Signatures of criticality,https://arxiv.org/pdf/1407.5946
2014,word2vec Explained: deriving Mikolov et al.'s negative-sampling word-embedding method,https://arxiv.org/pdf/1402.3722
2015,Adding Gradient Noise Improves Learning for Very Deep Networks,https://arxiv.org/pdf/1511.06807
2015,Addressing the Rare Word Problem in Neural Machine Translation,https://arxiv.org/pdf/1410.8206
2015,Deep Speech 2: End-to-End Speech Recognition in English and Mandarin,https://arxiv.org/pdf/1512.02595
2015,Grammar as a Foreign Language,https://arxiv.org/pdf/1412.7449
2015,Learning to Execute,https://arxiv.org/pdf/1410.4615
2015,Move Evaluation in Go Using Deep Convolutional Neural Networks,https://arxiv.org/pdf/1412.6564
2015,Recurrent Neural Network Regularization,https://arxiv.org/pdf/1409.2329
2015,Towards Principled Unsupervised Learning,https://arxiv.org/pdf/1511.06440
2016,A Neural Transducer,https://arxiv.org/pdf/1511.04868
2016,Concrete Problems in AI Safety,https://arxiv.org/pdf/1606.06565
2016,Continuous Deep Q-Learning with Model-based Acceleration,https://arxiv.org/pdf/1603.00748
2016,Extensions and Limitations of the Neural GPU,https://arxiv.org/pdf/1611.00736
2016,Improved Techniques for Training GANs,https://arxiv.org/pdf/1606.03498
2016,InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets,https://arxiv.org/pdf/1606.03657
2016,Learning Online Alignments with Continuous Rewards Policy Gradient,https://arxiv.org/pdf/1608.01281
2016,Multi-task Sequence to Sequence Learning,https://arxiv.org/pdf/1511.06114
2016,MuProp: Unbiased Backpropagation for Stochastic Neural Networks,https://arxiv.org/pdf/1511.05176
2016,Neural GPUs Learn Algorithms,https://arxiv.org/pdf/1511.08228
2016,Neural Programmer: Inducing Latent Programs with Gradient Descent,https://arxiv.org/pdf/1511.04834
2016,Neural Random-Access Machines,https://arxiv.org/pdf/1511.06392
2016,Reinforcement Learning Neural Turing Machines - Revised,https://arxiv.org/pdf/1505.00521
2016,RL$^2$: Fast Reinforcement Learning via Slow Reinforcement Learning,https://arxiv.org/pdf/1611.02779
2016,TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems,https://arxiv.org/pdf/1603.04467
2016,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks,https://arxiv.org/pdf/1511.06434
2017,An online sequence-to-sequence model for noisy speech recognition,https://arxiv.org/pdf/1706.06428
2017,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,https://arxiv.org/pdf/1703.03864
2017,Improving Variational Inference with Inverse Autoregressive Flow,https://arxiv.org/pdf/1606.04934
2017,Learning a Natural Language Interface with Neural Programmer,https://arxiv.org/pdf/1611.08945
2017,Learning to Generate Reviews and Discovering Sentiment,https://arxiv.org/pdf/1704.01444
2017,One-Shot Imitation Learning,https://arxiv.org/pdf/1703.07326
2017,Proximal Policy Optimization Algorithms,https://arxiv.org/pdf/1707.06347
2017,Variational Lossy Autoencoder,https://arxiv.org/pdf/1611.02731
2018,AI safety via debate,https://arxiv.org/pdf/1805.00899
2018,An Empirical Model of Large-Batch Training,https://arxiv.org/pdf/1812.06162
2018,Continuous Adaptation via Meta-Learning in Nonstationary and Competitive Environments,https://arxiv.org/pdf/1710.03641
