year,title,url,count
2024,Fixed Point Diffusion Models (FPDM),https://arxiv.org/pdf/2401.08741.pdf,1
2024,Machine Learning for Modular Multiplication,https://arxiv.org/pdf/2402.19254.pdf,1
2025,DynamicCity,https://arxiv.org/pdf/2410.18084.pdf,1
2024,A 2D nGPT Model for ARC Prize,https://arxiv.org/pdf/2412.04604.pdf,1
2025,MathClean: A Benchmark for Synthetic Mathematical Data,https://arxiv.org/pdf/2502.19058.pdf,1
2025,SparseVoxFormer: Sparse Voxel-based Transformer for Multi-modal 3D Object Detection,https://arxiv.org/pdf/2503.08092.pdf,2
2025,ChartQAPro: A More Diverse and Challenging Benchmark for Real-World Chart QA,https://arxiv.org/pdf/2504.05506.pdf,1
2025,ARC-NCA: Towards Developmental Solutions to the Abstraction and Reasoning Corpus,https://arxiv.org/pdf/2505.08778.pdf,1
2025,TReB: A Comprehensive Benchmark for Evaluating Table Reasoning Evolution,https://arxiv.org/pdf/2506.18421.pdf,1
2025,Hierarchical Reasoning Model (HRM),https://arxiv.org/pdf/2506.21734.pdf,1
2025,Learning Modular Exponentiation with Transformers,https://arxiv.org/pdf/2506.23679.pdf,1
2025,Efficiently Allocating Test-Time Compute for LLM Agents,https://arxiv.org/pdf/2509.03581.pdf,1
2025,Streaming 4D Panoptic Segmentation via Dual Threads,https://arxiv.org/pdf/2510.17664.pdf,1
2025,DT-NVS: Diffusion Transformers for Novel View Synthesis,https://arxiv.org/pdf/2511.08823.pdf,1
2025,"Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)",https://arxiv.org/pdf/2511.21882.pdf,1
2025,The Art of Scaling Test-Time Compute for LLMs,https://arxiv.org/pdf/2512.02008.pdf,1
2025,Towards the Next Generation of Symbolic Regression Benchmarks (SRBench),https://arxiv.org/pdf/2505.03977.pdf,2
